Artist and Title,Streams,Daily
Alec Benjamin - Water Fountain,"461,584,764","221,718"
Taio Cruz - Break Your Heart,"461,545,521","373,254"
Carly Rae Jepsen - I Really Like You,"461,381,346","135,921"
Halsey - Now Or Never,"461,355,601","48,007"
Timbaland - Apologize,"461,260,940","425,914"
Drake - Energy,"461,228,711","181,196"
Romeo Santos - Eres MÃ­a,"460,961,158","326,630"
Selena Gomez - Fetish,"460,958,882","269,476"
J Balvin - UN PESO,"460,897,838","402,197"
J Balvin - Azul,"460,843,642","112,235"
Pop Smoke - Invincible,"460,696,115","388,055"
George Harrison - My Sweet Lord,"460,513,671","208,249"
Andy Grammer - Don't Give Up On Me,"460,454,012","182,395"
t.A.T.u. - All The Things She Said,"460,381,479","300,398"
"Ciara - One, Two Step","460,214,829","230,623"
Amy Winehouse - Rehab,"459,991,939","223,259"
Drake - Started From the Bottom,"459,966,577","191,219"
Three Days Grace - Animal I Have Become,"459,961,140","261,166"
Machine Gun Kelly - I Think I'm OKAY,"459,830,902","144,144"
House Of Pain - Jump Around,"459,651,163","248,699"
Dusty Springfield - Son of a Preacher Man,"459,590,686","374,644"
Andy Grammer - Fresh Eyes,"459,276,646","100,869"
Joji - worldstar money (interlude),"458,892,348","374,385"
Cosculluela - Madura,"458,875,169","500,649"
Evanescence - My Immortal,"458,694,426","237,021"
Carlos Baute - Colgando en tus manos (con Marta SÃ¡nchez),"458,492,471","379,854"
Billie Eilish - bitches broken hearts,"458,429,231","165,861"
Doja Cat - Like That,"458,337,640","222,797"
Selena Gomez - Baila Conmigo,"458,248,032","114,786"
Lady Gaga - Applause,"458,013,485","310,607"
Linkin Park - Crawling,"457,981,548","321,312"
Elle King - Ex's & Oh's,"457,922,805","162,906"
Bad Bunny - Soy Peor,"457,876,090","199,089"
Farruko - La TÃ³xica,"457,841,608","87,331"
Vacations - Young,"457,831,251","447,975"
Migos - T-Shirt,"457,056,280","79,451"
Ice Cube - You Know How We Do It,"456,784,001","438,410"
Feid - Classy 101,"456,537,033","2,564,059"
SZA - The Weekend,"456,293,484","249,590"
XXXTENTACION - BAD!,"456,050,000","250,498"
George Michael - Faith,"455,988,677","323,681"
"Flo Rida - I Don't Like It, I Love It","455,569,432","60,602"
Roar - I Can't Handle Change,"455,088,802","359,834"
JosÃ© GonzÃ¡lez - Heartbeats,"455,083,268","220,907"
Bon Jovi - Always,"455,035,069","259,372"
Ozuna - El Farsante,"454,834,938","262,591"
Ozuna - TÃº Foto,"454,705,045","146,870"
SYML - Where's My Love,"454,276,588","423,422"
BeyoncÃ© - Partition,"454,224,776","180,864"
Eminem - When I'm Gone,"454,094,977","156,679"
Twenty One Pilots - Car Radio,"453,945,688","102,516"
Bobby Shmurda - Hot N*gga,"453,881,226","154,324"
Yiruma - River Flows In You,"453,856,558","134,751"
Taylor Swift - champagne problems,"453,668,389","556,457"
A Boogie Wit da Hoodie - My Shit,"453,645,580","361,666"
Camila Cabello - Don't Go Yet,"453,565,680","227,604"
Pitbull - Hotel Room Service,"453,331,613","407,985"
Lil Uzi Vert - Sanguine Paradise,"453,061,674","105,504"
Kendrick Lamar - Poetic Justice,"452,982,515","232,338"
Future - Fine China,"452,939,448","118,913"
Ginuwine - Pony,"452,873,754","178,506"
Romeo Santos - Bella y Sensual,"452,743,650","169,268"
benny blanco - Roses,"452,598,586","87,847"
David Guetta - Like I Do,"452,419,566","68,957"
Kali Uchis - After The Storm,"452,379,129","551,501"
The Kid LAROI - GO,"452,349,104","132,680"
The Smiths - There Is a Light That Never Goes Out,"452,184,270","450,605"
Mura Masa - Love$ick,"452,095,318","179,841"
Lil Wayne - Lollipop,"451,678,051","333,822"
Flo Rida - Club Can't Handle Me,"451,519,263","456,634"
Jeremy Zucker - all the kids are depressed,"450,921,052","138,887"
21 Savage - ball w/o you,"450,860,925","603,666"
Quality Control - Baby,"450,804,046","303,042"
Nicki Minaj - Super Freaky Girl,"450,784,650","466,449"
Hailee Steinfeld - Capital Letters,"450,590,665","108,761"
Calvin Harris - I Need Your Love,"450,493,679","162,855"
Lil Wayne - 6 Foot 7 Foot,"450,313,515","209,906"
Robbie Williams - Angels,"450,217,405","254,502"
Jennifer Lopez - On The Floor,"449,926,695","416,980"
ABBA - Mamma Mia,"449,896,852","335,994"
Nelly - Hot In Herre,"449,834,842","366,591"
Bad Bunny - Otra Noche en Miami,"449,815,488","271,318"
Rvssian - NostÃ¡lgico,"449,759,116","276,643"
Kane Brown - Heaven,"449,564,457","169,776"
Drake - 0 To 100 / The Catch Up,"448,936,279","136,061"
Myke Towers - Si Se Da,"448,786,639","271,670"
Calvin Harris - Sweet Nothing,"448,691,577","209,713"
NF - If You Want Love,"448,537,248","170,536"
Kygo - First Time,"448,273,350","70,891"
Luke Combs - Beer Never Broke My Heart,"448,224,021","367,906"
ROSALÃA - BESO,"448,029,473","1,617,238"
Dean Martin - Let It Snow! Let It Snow! Let It Snow!,"447,995,273","53,830"
Vance Joy - Mess Is Mine,"447,956,885","156,005"
Ella Mai - Trip,"447,866,333","192,744"
Jennifer Lopez - Ain't Your Mama,"447,827,839","122,554"
Bob Marley & The Wailers - Jamming,"447,721,622","277,089"
Tropical Florida - Club Can't Handle Me,"447,419,246","294,364"
Pink Floyd - Money,"447,330,456","196,300"
Justin Bieber - Boyfriend,"447,284,962","321,507"
J. Cole - Neighbors,"447,255,852","179,490"
Norman Greenbaum - Spirit In The Sky,"447,250,730","228,769"
Zara Larsson - Ain't My Fault,"447,101,878","87,469"
Kenny Loggins - Danger Zone,"446,899,537","293,702"
Matt Simons - Catch & Release,"446,832,799","163,346"
Lady Gaga - Paparazzi,"446,596,559","445,373"
Polo G - 21,"446,495,724","227,414"
Metro Boomin - Superhero (Heroes & Villains) [with Future & Chris Brown],"446,409,199","958,017"
Social House - Magic In The Hamptons,"446,251,968","162,921"
Vance Joy - Georgia,"446,120,812","137,380"
Sech - RelaciÃ³n,"446,085,967","106,385"
T.I. - Whatever You Like,"445,918,816","222,538"
Lil Jon & The East Side Boyz - Get Low,"445,904,451","282,073"
6ix9ine - GOOBA,"445,277,900","102,330"
Khalid - Saved,"445,256,803","61,261"
The Pointer Sisters - I'm So Excited,"445,177,757","276,436"
CNCO - Hey DJ,"445,175,240","68,627"
The Fray - You Found Me,"445,080,096","181,616"
Pop Smoke - Element,"445,009,610","367,372"
Bad Bunny - Solo de Mi,"444,690,840","155,647"
"Roy Orbison - Oh, Pretty Woman","444,608,967","304,851"
The Rare Occasions - Notion,"444,561,250","493,181"
Daft Punk - Get Lucky,"444,323,811","199,695"
The Chainsmokers - Sick Boy,"444,221,296","74,634"
Sebastian Yatra - Chica Ideal,"444,093,155","161,553"
Sam Cooke - (What A) Wonderful World,"443,940,098","320,708"
Roy Woods - Drama,"443,713,868","202,105"
The Black Keys - Lonely Boy,"443,486,160","257,335"
Labrinth - All For Us,"443,474,512","362,725"
Skrillex - Bangarang,"443,224,068","121,485"
RunâD.M.C. - Walk This Way,"443,141,950","283,769"
The Strokes - Reptilia,"443,107,065","277,347"
"Mobb Deep - Shook Ones, Pt. II","443,049,835","279,249"
Carolina GaitÃ¡n - La Gaita - We Don't Talk About Bruno,"443,019,726","213,330"
The Righteous Brothers - Unchained Melody,"442,962,071","311,844"
David Bowie - Heroes,"442,738,530","206,751"
Kanye West - All Mine,"442,504,133","239,148"
Juice WRLD - Empty,"442,314,999","174,847"
Gym Class Heroes - Cupid's Chokehold / Breakfast in America,"442,129,069","298,542"
Sean Paul - Get Busy,"442,084,540","330,037"
YNW Melly - 223's,"441,899,304","181,479"
Joel Corry - OUT OUT,"441,802,388","309,655"
Khalid - Coaster,"441,570,334","101,103"
NewJeans - Ditto,"441,422,038","773,494"
Omarion - Post to Be,"441,186,305","109,577"
Bad Bunny - WHERE SHE GOES,"441,015,917","2,518,916"
Gabry Ponte - Thunder,"440,975,564","416,549"
Shania Twain - You're Still The One,"440,892,572","257,380"
Joel Corry - BED,"440,863,755","178,698"
"Russ - Psycho, Pt. 2","440,800,448","134,717"
Jesse & Joy - Dueles,"440,793,877","383,938"
Daniel Caesar - Japanese Denim,"440,623,628","398,410"
Spin Doctors - Two Princes,"440,591,090","223,150"
Third Eye Blind - Semi-Charmed Life,"440,449,268","202,457"
Danny Ocean - Fuera del mercado,"440,438,825","421,517"
Slipknot - Before I Forget,"440,255,879","278,894"
Eminem - Shake That,"440,079,352","286,239"
Libianca - People,"440,036,109","1,213,597"
Luke Combs - She Got the Best of Me,"439,909,329","427,886"
Shakira - Can't Remember to Forget You,"439,336,881","276,877"
Diplo - Heartless,"439,143,236","375,009"
21 Savage - No Heart,"439,013,895","174,555"
J Balvin - In Da Getto,"438,337,950","212,972"
Eminem - Sing For The Moment,"438,201,214","304,881"
The Weeknd - Take My Breath,"438,180,593","117,115"
Ingratax - ParÃ­s,"438,151,773","413,555"
Sum 41 - In Too Deep,"438,012,143","257,507"
The Weeknd - Acquainted,"438,007,765","198,414"
Daddy Yankee - Limbo,"437,997,684","274,083"
Ed Sheeran - Kiss Me,"437,932,643","86,793"
The Notorious B.I.G. - Mo Money Mo Problems,"437,889,969","236,027"
Billie Eilish - Six Feet Under,"437,561,444","170,056"
John Mayer - Slow Dancing in a Burning Room,"437,517,113","169,567"
Grupo Frontera - NO SE VA,"437,447,219","554,438"
Taylor Swift - the 1,"437,364,807","524,171"
BTS - Spring Day,"437,258,550","184,594"
Pop Smoke - Got It On Me,"437,002,390","264,999"
Lil Peep - beamer boy,"436,957,633","191,884"
Jessie J - Domino,"436,901,433","278,124"
Adele - Skyfall,"436,768,727","627,181"
Dire Straits - Money For Nothing,"436,567,953","267,659"
Cheat Codes - Let Me Hold You (Turn Me On),"436,380,433","43,830"
Young Thug - Relationship,"436,317,214","88,338"
Bad Bunny - NI BIEN NI MAL,"436,235,489","111,454"
The Human League - Don't You Want Me,"436,095,840","327,266"
Radiohead - Karma Police,"435,912,738","292,715"
OneRepublic - Wherever I Go,"435,818,185","132,060"
Meghan Trainor - Me Too,"435,747,597","194,649"
Stromae - Papaoutai,"435,671,542","201,766"
Jason Derulo - Wiggle,"435,593,934","76,035"
System Of A Down - Lonely Day,"434,734,833","412,197"
Reik - Ya Me EnterÃ©,"434,719,362","254,974"
Hozier - Cherry Wine,"434,689,283","177,834"
Junior H - El Azul,"434,510,518","1,550,240"
Fujii Kaze - Shinunoga E-Wa,"434,396,883","606,403"
Black Eyed Peas - Meet Me Halfway,"434,326,658","335,893"
David Guetta - Dangerous,"434,204,325","79,883"
Kanye West - Can't Tell Me Nothing,"434,151,157","515,429"
Katy Perry - Part Of Me,"433,716,618","352,861"
Norah Jones - Don't Know Why,"433,686,791","243,638"
NEIKED - Better Days,"433,492,109","249,884"
Nicki Minaj - Anaconda,"433,422,378","171,529"
Michael Jackson - Don't Stop 'Til You Get Enough,"433,213,096","218,559"
Galantis - Heartbreak Anthem,"433,195,794","246,065"
Maren Morris - The Bones,"433,184,478","133,193"
Tame Impala - Let It Happen,"432,948,615","447,372"
Post Malone - Enemies,"432,608,283","94,816"
NLE Choppa - Shotta Flow,"432,415,447","265,490"
SAYGRACE - You Don't Own Me,"432,367,027","106,932"
Billie Eilish - xanny,"432,262,596","122,092"
Green Day - When I Come Around,"432,197,567","295,112"
Bee Gees - More Than A Woman,"431,960,364","434,927"
Piso 21 - Te Amo,"431,888,739","173,671"
Travis Scott - 90210,"431,730,821","413,119"
Kanye West - Violent Crimes,"431,685,598","530,693"
Juice WRLD - Smile,"431,615,430","124,713"
Tory Lanez - Say It,"431,575,326","276,159"
Bad Bunny - Un Ratito,"431,546,734","299,968"
Limp Bizkit - Rollin' (Air Raid Vehicle),"431,531,300","330,211"
Rihanna - What's My Name?,"431,363,093","233,901"
Benson Boone - In The Stars,"431,005,367","1,039,501"
Kid Rock - All Summer Long,"430,836,677","197,178"
Vegedream - Ramenez la coupe Ã  la maison,"430,832,064","265,220"
6LACK - PRBLMS,"430,787,787","120,954"
Various Artists -,"430,691,356",
Frank Ocean - Novacane,"430,624,452","551,352"
Soda Stereo - De MÃºsica Ligera,"430,551,039","403,046"
Chris Rea - Driving Home for Christmas,"430,194,581","20,513"
Christian Nodal - De Los Besos Que Te Di,"429,855,775","315,258"
Luniz - I Got 5 On It,"429,692,814","257,055"
Jordin Sparks - No Air,"429,663,093","187,507"
Olivia O'Brien - hate u love u,"429,540,438","124,666"
The Weeknd - Is There Someone Else?,"429,430,427","836,908"
Billie Eilish - Happier Than Ever,"428,906,155","309,741"
Nelly - Just A Dream,"428,841,156","252,216"
Backstreet Boys - Everybody (Backstreet's Back),"428,799,707","306,052"
Savage Garden - Truly Madly Deeply,"428,789,477","224,909"
Post Malone - Saint-Tropez,"428,760,662","155,481"
Troye Sivan - Angel Baby,"428,638,120","426,533"
Steve Miller Band - The Joker,"428,545,639","325,330"
Jess Glynne - I'll Be There,"428,325,656","140,322"
Duki - She Don't Give a Fo,"428,116,332","294,809"
Ariana Grande - motive,"428,054,272","268,201"
2 Chainz - We Own It (Fast & Furious),"427,652,176","168,305"
David Guetta - Bang My Head,"427,414,466","28,293"
Tego CalderÃ³n - Pa' Que Retozen,"427,324,091","612,869"
Destiny's Child - Survivor,"427,268,683","201,361"
Bad Bunny - Un Coco,"427,221,392","523,632"
Paramore - Ain't It Fun,"426,435,912","211,421"
Eric Clapton - Wonderful Tonight,"426,433,726","212,770"
Baby Bash - Suga Suga,"426,296,050","218,025"
Declan McKenna - Brazil,"426,111,586","374,514"
Miley Cyrus - When I Look At You,"426,044,966","163,241"
Selena Gomez & The Scene - Who Says,"426,037,992","321,547"
Tame Impala - Feels Like We Only Go Backwards,"425,868,506","219,221"
Lil Uzi Vert - Erase Your Social,"425,679,760","131,429"
Cigarettes After Sex - K.,"425,597,922","637,487"
Sufjan Stevens - Mystery of Love,"425,342,596","228,532"
JubÃ«l - Dancing In The Moonlight,"425,199,678","280,462"
Quevedo - PUNTO G,"425,105,458","892,458"
A$AP Rocky - Sundress,"424,826,415","390,854"
Trippie Redd - Dark Knight Dummo (Feat. Travis Scott),"424,012,829","161,445"
Jeremih - Planez,"423,794,464","102,595"
Ed Sheeran - Afterglow,"423,684,955","161,107"
Aqua - Barbie Girl,"423,657,510","554,190"
"Grover Washington, Jr. - Just the Two of Us","423,391,064","228,176"
Daya - Hide Away,"423,146,613","79,044"
Trey Songz - Slow Motion,"423,027,138","88,045"
Eric Carmen - Hungry Eyes,"422,542,619","291,284"
INTERWORLD - METAMORPHOSIS,"422,478,233","1,023,878"
50 Cent - Many Men (Wish Death),"422,463,454","439,791"
Calibre 50 - Si Te Pudiera Mentir,"422,209,553","316,568"
Juice WRLD - Hide,"422,155,141","234,020"
Ghost - Mary On A Cross,"422,138,844","762,318"
Red Hot Chili Peppers - Dark Necessities,"422,104,548","206,662"
Hozier - Someone New,"421,927,107","247,691"
Cochise - Tell Em,"421,903,558","304,237"
Lil Skies - Red Roses,"421,887,222","70,944"
French Montana - No Stylist,"421,810,915","70,396"
Liam Payne - For You (Fifty Shades Freed) (& Rita Ora),"421,571,732","88,727"
The Living Tombstone - My Ordinary Life,"421,564,231","409,712"
ROSALÃA - TKN,"421,537,719","128,208"
Chuck Berry - Johnny B. Goode,"421,517,147","288,172"
Ozuna - Baila Baila Baila,"421,444,738","221,320"
Bob Marley & The Wailers - Buffalo Soldier,"421,426,314","188,071"
"Four Tops - I Can't Help Myself (Sugar Pie, Honey Bunch)","421,196,071","281,717"
Myke Towers - Diosa,"420,435,755","206,605"
Weezer - Say It Ain't So,"420,067,342","228,331"
Billy Joel - We Didn't Start the Fire,"420,023,251","259,784"
Etta James - At Last,"419,994,002","235,096"
BTS - Black Swan,"419,957,953","147,905"
SZA - The Weekend,"419,871,300","189,883"
Christian Nodal - No Te Contaron Mal,"419,784,574","272,342"
Red Hot Chili Peppers - By the Way,"419,625,555","256,848"
Katy Perry - Harleys In Hawaii,"419,536,492","329,455"
"Daddy Yankee - Lo Que PasÃ³, PasÃ³","419,535,814","533,157"
24kGoldn - VALENTINO,"419,293,950","142,878"
"Yann Tiersen - Comptine d'un autre Ã©tÃ©, l'aprÃ¨s-midi","419,258,129","151,769"
Drake - From Time,"419,222,594","230,016"
Drowning Pool - Bodies,"419,162,075","293,913"
Daddy Yankee - Vuelve,"419,102,957","163,444"
Coyote Theory - This Side of Paradise,"418,678,387","359,749"
The Red Jumpsuit Apparatus - Face Down,"418,601,198","264,359"
TWICE - FANCY,"418,443,950","199,779"
TV Girl - Not Allowed,"418,404,292","710,132"
Eslabon Armado - Jugaste y SufrÃ­,"418,398,488","320,848"
Black Sabbath - Iron Man,"417,933,341","243,638"
Lizzo - Good as Hell,"417,922,272","91,054"
Grupo Frontera - QUE VUELVAS,"417,920,650","1,149,149"
Talking Heads - Psycho Killer,"417,875,043","312,824"
Blind Melon - No Rain,"417,872,658","255,171"
BTS - ON,"417,853,989","117,367"
Keane - Everybody's Changing,"417,782,393","242,795"
Peter Bjorn and John - Young Folks,"417,664,030","283,994"
"Frankie Valli & The Four Seasons - December, 1963 (Oh What a Night!)","417,620,847","265,277"
Prince - Purple Rain,"417,589,536","200,769"
Hillsong UNITED - Oceans (Where Feet May Fail),"417,575,824","217,750"
Belinda Carlisle - Heaven Is A Place On Earth,"417,574,810","297,456"
$uicideboy$ - Paris,"417,520,520","345,334"
Robin Schulz - Shed a Light,"417,096,478","43,730"
MÃ¥neskin - ZITTI E BUONI,"417,036,916","208,395"
KISS - Rock And Roll All Nite,"416,955,755","266,892"
KAROL G - CrÃ©eme,"416,881,178","192,209"
BTS - IDOL,"416,787,209","149,560"
Aya Nakamura - Djadja,"416,346,746","123,236"
Michael Jackson - Man in the Mirror,"416,151,899","163,836"
Bob Marley & The Wailers - One Love / People Get Ready,"416,055,690","224,555"
Fergie - Fergalicious,"416,022,249","172,551"
PSY - Gangnam Style (ê°ë¨ì¤íì¼),"415,999,007","207,851"
Jess Glynne - Hold My Hand,"415,934,174","83,162"
Kanye West - Waves,"415,896,542","140,258"
Mon Laferte - Tu Falta De Querer,"415,738,163","339,340"
Sublime - What I Got,"415,473,152","204,886"
Fall Out Boy - Immortals,"415,192,269","204,567"
flora cash - You're Somebody Else,"415,093,296","217,182"
Alien Ant Farm - Smooth Criminal,"415,076,927","240,188"
Linkin Park - BURN IT DOWN,"414,949,190","286,237"
Mother Mother - Hayloft,"414,922,295","204,302"
Jason Aldean - You Make It Easy,"414,909,940","184,793"
Rich Music LTD - Quizas,"414,692,864","166,403"
Bella Poarch - Build a Bitch,"414,302,277","180,443"
Ellie Goulding - How Long Will I Love You,"414,118,515","199,293"
Chris Brown - Forever,"414,108,641","330,372"
Tina Turner - What's Love Got to Do with It,"414,103,477","252,855"
Meghan Trainor - Lips Are Movin,"413,998,180","120,244"
Unknown - Young Folks,"413,816,422","259,236"
Alex Rose - Toda,"413,798,990","225,524"
Shouse - Love Tonight (Edit),"413,772,424","186,334"
girl in red - i wanna be your girlfriend,"413,758,052","234,442"
System Of A Down - Aerials,"413,683,870","367,386"
Red Velvet - Psycho,"413,620,940","172,509"
Rusted Root - Send Me On My Way,"413,396,254","214,336"
Lou Reed - Walk On the Wild Side,"413,389,811","158,724"
Billie Eilish - hostage,"413,110,054","224,421"
Major Lazer - Know No Better,"413,008,453","59,024"
Maroon 5 - Wait,"412,699,528","77,591"
Morgan Wallen - You Proof,"412,538,765","945,161"
Alex Rose - Toda Remix,"412,525,633","207,167"
Haley Reinhart - Can't Help Falling in Love,"412,194,014","224,297"
Lele Pons - Se Te Nota,"412,149,760","107,200"
Sech - Que Mas Pues,"411,998,758","107,395"
Sara Bareilles - Love Song,"411,997,422","156,010"
Florida Georgia Line - Cruise,"411,942,675","169,988"
Amy Winehouse - You Know I'm No Good,"411,896,065","179,339"
Elvis Presley - Jailhouse Rock,"411,894,464","219,967"
5 Seconds of Summer - Amnesia,"411,826,671","120,413"
DaBaby - VIBEZ,"411,798,125","74,455"
Bruce Springsteen - Born in the U.S.A.,"411,694,573","195,867"
Sabrina Carpenter - Nonsense,"411,684,740","1,523,488"
Christina Perri - human,"411,499,401","102,165"
Tiago PZK - Entre Nosotros,"411,379,159","299,359"
Fuerza Regida - Bebe Dame,"410,983,049","757,161"
Bad Bunny - Estamos Bien,"410,921,723","122,799"
Young Money - Trophies,"410,735,006","255,534"
Megan Thee Stallion - Savage Remix,"410,698,274","86,759"
Alicia Keys - Fallin',"410,642,193","246,797"
Ski Mask The Slump God - Nuketown,"410,530,081","183,181"
Fountains Of Wayne - Stacy's Mom,"410,523,123","209,291"
Billie Eilish - my future,"410,433,126","193,489"
The Supremes - You Can't Hurry Love,"410,263,339","226,400"
Migos - Narcos,"410,157,528","104,364"
Imanbek - Belly Dancer,"409,935,379","560,100"
Machine Gun Kelly - Home,"409,923,638","127,342"
Eric Clapton - Cocaine,"409,846,971","176,534"
Jaymes Young - Happiest Year,"409,785,619","199,539"
Pablo AlborÃ¡n - Saturno,"409,498,290","368,662"
The Turtles - Happy Together,"409,320,698","239,961"
Carly Simon - You're So Vain,"409,216,589","244,323"
Kendrick Lamar - ELEMENT.,"408,926,729","128,229"
Florida Georgia Line - H.O.L.Y.,"408,886,644","84,976"
Los Ãngeles Azules - Nunca Es Suficiente,"408,793,436","234,617"
Post Malone - Ball For Me,"408,664,135","80,996"
Bon Iver - Holocene,"408,435,943","110,911"
Billy Joel - Vienna,"408,391,391","415,435"
Fools Garden - Lemon Tree,"408,136,861","265,211"
Drake - I'm Upset,"408,004,622","92,515"
Kid Cudi - Mr. Rager,"407,796,176","293,378"
Lil Uzi Vert - You Was Right,"407,781,040","77,095"
TiÃ«sto - Ritual,"407,713,252","106,324"
DVRST - Close Eyes,"407,626,576","456,458"
Kanye West - Ghost Town,"407,578,853","293,871"
The Strumbellas - Spirits,"407,564,266","134,518"
Michael Jackson - Rock with You,"407,512,062","312,763"
Beach Bunny - Prom Queen,"406,946,873","396,502"
Mac Miller - Good News,"406,819,383","184,764"
Shakira - Perro Fiel,"406,756,418","111,222"
Vampire Weekend - A-Punk,"406,722,746","252,170"
Romeo Santos - Imitadora,"406,646,371","304,263"
Alessia Cara - Wild Things,"406,595,672","68,911"
David Bowie - Starman,"406,581,258","287,267"
Daddy Yankee - Adictiva,"406,542,386","89,437"
Jennifer Lopez - On The Floor,"406,329,045","161,711"
Clairo - Pretty Girl,"406,230,853","172,818"
Two Feet - I Feel Like I'm Drowning,"406,137,089","317,744"
Aventura - Obsesion,"405,879,519","309,985"
Unknown - Layla,"405,688,784","182,599"
The Ronettes - Sleigh Ride,"405,544,277","27,698"
Shakira - La Tortura,"405,517,140","279,449"
Kylie Minogue - Can't Get You out of My Head,"405,309,299","360,622"
The Police - Message In A Bottle,"405,272,435","311,794"
Megan Thee Stallion - Savage,"405,108,107","85,266"
Ryan Castro - Jordan,"405,074,452","246,364"
Shakira - MonotonÃ­a,"404,998,805","481,621"
Ricky Montgomery - Mr. Loverman,"404,947,554","289,077"
Linkin Park - Papercut,"404,841,038","302,208"
Nathan Evans - Wellerman,"404,761,774","162,690"
Paul McCartney - Wonderful Christmastime,"404,424,985","16,436"
Juice WRLD - Let Me Know (I Wonder Why Freestyle),"404,358,754","357,050"
Elvis Presley - Suspicious Minds,"404,327,046","211,487"
Pitbull - International Love,"404,300,468","312,787"
Taylor Swift - You Belong With Me (Taylorâs Version),"404,156,973","1,026,297"
Sebastian Yatra - Ya No Tiene Novio,"404,112,301","111,470"
Rauw Alejandro - ElegÃ­,"403,981,931","156,543"
Bill Medley - (I've Had) The Time Of My Life,"403,699,127","211,742"
FINNEAS - Let's Fall in Love for the Night,"403,664,178","126,189"
Queen - Love Of My Life,"403,285,751","200,677"
OneRepublic - I Lived,"403,269,547","227,758"
The 1975 - Chocolate,"402,915,457","136,701"
Michael BublÃ© - Feeling Good,"402,870,069","342,885"
NEIKED - Sexual,"402,822,927","49,736"
Ronan Keating - When You Say Nothing At All,"402,727,786","177,103"
Katy Perry - Swish Swish,"402,697,235","58,421"
Blessd - Medallo,"402,583,146","201,550"
Childish Gambino - Sober,"402,496,969","107,263"
Jeremih - Birthday Sex,"402,471,710","257,504"
David Guetta - Without You,"402,264,726","255,049"
Korn - Freak On a Leash,"402,258,929","298,259"
Mora - 512,"402,221,597","321,415"
Kent Jones - Don't Mind,"401,834,967","51,960"
Brent Faiyaz - Trust,"401,808,044","429,193"
Travis Scott - 5% TINT,"401,798,025","362,347"
Ariana Grande - Everyday,"401,696,171","455,876"
MotÃ¶rhead - Ace of Spades,"401,649,801","228,547"
Andra Day - Rise Up,"401,541,824","174,084"
Martin Garrix - High On Life,"401,502,243","134,578"
The Lumineers - Sleep On The Floor,"401,447,208","226,752"
Taylor Swift - End Game,"401,411,543","348,946"
David Guetta - When Love Takes Over,"401,305,056","301,559"
Kendrick Lamar - Swimming Pools (Drank),"401,159,753","201,943"
Morgan Wallen - More Than My Hometown,"401,026,249","380,527"
LeÃ³n Larregui - Brillas,"400,879,781","306,765"
Black Eyed Peas - Just Canât Get Enough,"400,870,936","372,150"
P!nk - Walk Me Home,"400,865,283","102,604"
Cardi B - Bartier Cardi,"400,562,898","48,130"
Alejandro Sanz - CorazÃ³n partÃ­o,"400,302,138","229,864"
Cults - Always Forever,"400,095,404","379,962"
J Balvin - Sigo ExtraÃ±Ã¡ndote,"400,035,026","106,659"
Lynyrd Skynyrd - Simple Man,"399,745,186","247,927"
Richard Marx - Right Here Waiting,"399,549,516","250,073"
The Neighbourhood - You Get Me So High,"399,218,096","617,797"
Clairo - Bubble Gum,"398,936,748","370,661"
Bing Crosby - White Christmas,"398,725,594","1,250,615"
Shaggy - Angel,"398,310,263","339,498"
